date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:44:39	669/669	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2003:31:13%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://kitpro.site/delivey/template-kit/)
11:44:39	677/677	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2003:31:13%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://kitpro.site/delivey/template-kit/)
11:44:40	675/675	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2003:31:13%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://kitpro.site/delivey/template-kit/)
11:44:43	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20Dec%202023%2002:32:30%20GMT	https://kitpro.site/delivey/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-includes/js/jquery/jquery.minf43b.js	(from https://kitpro.site/delivey/template-kit/)
11:44:45	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Sep%202023%2006:37:03%20GMT	https://kitpro.site/delivey/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://kitpro.site/delivey/template-kit/)
11:44:47	7/7	---M--	200	added ('OK')	application/javascript	date:Fri,%2015%20Oct%202021%2006:31:37%20GMT	https://kitpro.site/delivey/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min.js?ver=1.0.21	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min365c.js	(from https://kitpro.site/delivey/template-kit/)
11:44:48	26410/26410	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Feb%202022%2003:00:14%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/02/logo2.png	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/02/logo2.png	(from https://kitpro.site/delivey/template-kit/)
11:44:52	235315/235315	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:33:58%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/preview-2-.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/preview-2-.jpg	(from https://kitpro.site/delivey/template-kit/)
11:44:56	146726/146726	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:27%20GMT	https://kitpro.site/delivey/template-kit/home/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/home/index.html	(from https://kitpro.site/delivey/template-kit/)
11:44:59	87730/87730	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:28%20GMT	https://kitpro.site/delivey/template-kit/service/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/service/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:00	87612/87612	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:28%20GMT	https://kitpro.site/delivey/template-kit/about/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/about/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:02	155942/155942	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Mar%202023%2008:19:37%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2023/03/home2.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2023/03/home2.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:02	81812/81812	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:38%20GMT	https://kitpro.site/delivey/template-kit/be-partner/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/be-partner/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:02	88113/88113	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:39%20GMT	https://kitpro.site/delivey/template-kit/faq/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/faq/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:02	82403/82403	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:39%20GMT	https://kitpro.site/delivey/template-kit/team/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/team/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:03	93868/93868	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:39%20GMT	https://kitpro.site/delivey/template-kit/pricing/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/pricing/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:03	57628/57628	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:40%20GMT	https://kitpro.site/delivey/template-kit/404/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/404/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:04	204574/204574	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:35:47%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/about.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/about.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:04	212079/212079	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Mar%202023%2008:19:38%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2023/03/service2.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2023/03/service2.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:04	87849/87849	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:40%20GMT	https://kitpro.site/delivey/template-kit/blog-2/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/blog-2/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:04	77029/77029	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:40%20GMT	https://kitpro.site/delivey/template-kit/contact-us/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/contact-us/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:05	149570/149570	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:36:04%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/team.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/team.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:05	121028/121028	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:36:00%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/pricing.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/pricing.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:05	194975/194975	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:35:49%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/be-partnr.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/be-partnr.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:05	183749/183749	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:35:53%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/contact-us.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/contact-us.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:06	206237/206237	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:35:51%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/blog.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/blog.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:06	127613/127613	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:35:55%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/faq.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/faq.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:06	13471/13471	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:35:58%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/header.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/header.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:06	45837/45837	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:35:57%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/footer.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/footer.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:07	37946/37946	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:44%20GMT	https://kitpro.site/delivey/template-kit/header/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/header/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:07	40693/40693	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:44%20GMT	https://kitpro.site/delivey/template-kit/footer/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/footer/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:07	4063/4063	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Mar%202022%2003:41:00%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/address-metform.png	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/address-metform.png	(from https://kitpro.site/delivey/template-kit/)
11:45:07	91388/91388	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:35:45%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/404.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/404.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:08	30486/30486	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:45%20GMT	https://kitpro.site/delivey/template-kit/address-metform/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/address-metform/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:08	25569/25569	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:35:52%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/contact-form.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/contact-form.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:08	13936/13936	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2003:36:00%20GMT	https://kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/newsletter-form.jpg	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/uploads/sites/70/2022/03/newsletter-form.jpg	(from https://kitpro.site/delivey/template-kit/)
11:45:08	29447/29447	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:45%20GMT	https://kitpro.site/delivey/template-kit/contact-metform/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/contact-metform/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:08	30611/30611	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Aug%202024%2006:44:45%20GMT	https://kitpro.site/delivey/template-kit/newsletter-metform/	Z:/Templates%20Default/Delivey/kitpro.site/delivey/template-kit/newsletter-metform/index.html	(from https://kitpro.site/delivey/template-kit/)
11:45:08	0/0	---M--	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:23:19%20GMT	https://kitpro.site/delivey/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles.css?ver=1.3.0	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles6f3e.css	(from https://kitpro.site/delivey/template-kit/)
11:45:09	59344/59344	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2003:31:13%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.21.8	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min3cad.css	(from https://kitpro.site/delivey/template-kit/)
11:45:09	26702/26702	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2003:31:13%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.21.8	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min3cad.css	(from https://kitpro.site/delivey/template-kit/)
11:45:10	1827/1827	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2002:17:22%20GMT	https://kitpro.site/delivey/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://kitpro.site/delivey/template-kit/)
11:45:12	40/40	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202024%2003:23:05%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=3.0.6	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script7c45.js	(from https://kitpro.site/delivey/template-kit/)
11:45:13	137549/137549	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202024%2003:23:06%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=3.0.6	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts7c45.js	(from https://kitpro.site/delivey/template-kit/)
11:45:15	4997/4997	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20May%202024%2003:31:12%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.21.8	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementor/assets/js/webpack.runtime.min3cad.js	(from https://kitpro.site/delivey/template-kit/)
11:45:16	63275/63275	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20May%202024%2003:31:12%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.21.8	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementor/assets/js/frontend-modules.min3cad.js	(from https://kitpro.site/delivey/template-kit/)
11:45:18	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20May%202024%2003:31:13%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://kitpro.site/delivey/template-kit/)
11:45:21	39972/39972	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20May%202024%2003:31:12%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.21.8	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementor/assets/js/frontend.min3cad.js	(from https://kitpro.site/delivey/template-kit/)
11:45:22	21438/21438	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Sep%202023%2006:37:03%20GMT	https://kitpro.site/delivey/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-includes/js/jquery/ui/core.min3f14.js	(from https://kitpro.site/delivey/template-kit/)
11:45:24	4640/4640	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202024%2003:23:19%20GMT	https://kitpro.site/delivey/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-element.js?ver=2.6.3	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-element6fca.js	(from https://kitpro.site/delivey/template-kit/)
11:45:26	15073/15073	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20May%202024%2003:31:13%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.21.8	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min3cad.js	(from https://kitpro.site/delivey/template-kit/)
11:45:27	27750/27750	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2027%20Jun%202024%2002:23:14%20GMT	https://kitpro.site/delivey/wp-content/plugins/header-footer-elementor/inc/js/frontend.js?ver=1.6.36	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/header-footer-elementor/inc/js/frontend4f2e.js	(from https://kitpro.site/delivey/template-kit/)
11:45:27	681/681	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202024%2003:23:06%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js?ver=3.0.6	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min7c45.js	(from https://kitpro.site/delivey/template-kit/)
11:45:28	18593/18593	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202024%2003:23:06%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=3.0.6	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor7c45.js	(from https://kitpro.site/delivey/template-kit/)
11:45:31	201/201	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2003:23:06%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from https://kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.0.6)
11:45:32	160/160	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202024%2003:23:06%20GMT	https://kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	Z:/Templates%20Default/Delivey/kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from https://kitpro.site/delivey/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.0.6)
